链接,文本内容
http://www.cnkang.com/yaopin/xy/zssj/zssj/200703/57648.html,"您的位置：
中华康网
>>
中枢兴奋药
>> 尼可刹米
尼可刹米
www.cnkang.com
2007-3-1  中华康网
俗称:
可拉明、二乙烟酰胺、nikethamide
药物简介
性状： 为无色或微黄色油状液体。能与水混合。
药理和应用：
对延脑呼吸中枢有直接兴奋作用，可提高中枢对co2的敏感性。还可通过刺激颈动脉体和主动脉体化学感受器而反射性的兴奋呼吸中枢，使呼吸加深加快。本品在呼吸抑制时兴奋作用尤为明显。临床用于中枢性呼吸抑制及循环衰竭、各类继发的呼吸抑制。对阿片药物中毒及肺心病引起的呼吸衰竭的解救力较好，对巴比妥类药中毒的解救效力较差。
用法和用量：
皮下、肌内或静注：每次0.25-0.5g，极量每次0.25g。
体内过程：
口服、注射吸收好但作用短暂。每次静脉注射只能维持5-10分钟。代谢产物随尿排出。
不良反应和注意：
大剂量时可致血压升高、心悸、肌震颤、出汗、惊厥，应及时停药。
相关阅读
乙型肝炎免疫球蛋白
甘油磷酸钙
氨素
爱伦多
水解蛋白"
http://www.cnkang.com/yaopin/xy/zssj/zssj/200703/57647.html,"您的位置：
中华康网
>>
中枢兴奋药
>> 洛贝林
洛贝林
www.cnkang.com
2007-3-1  中华康网
俗称:
山梗菜碱、祛痰菜碱、lobeline
药物简介
性状： 为白色或微黄色结晶性粉末。微溶于水。遇光、热易分解变色。
药理和应用：
兴奋颈动脉体和主动脉体化学感受器而反射性兴奋呼吸中枢。用于新生儿窒息、co中毒引起的窒息，也可用于小儿感染性疾病所致的呼吸衰竭。
用法和用量：
静注：每次3mg。极量每次6mg，每日20mg。儿童每次0.3-3mg，必要时每30分钟重复1次。皮下或肌注：每次10mg。极量每次20mg，每日50mg，儿童每次1-3mg。
体内过程： 作用短暂，每次给药仅维持数分钟。
不良反应和注意： 副作用极小，大剂量可致心动过速、传导阻滞、呼吸抑制甚至惊厥。
相关阅读
乙型肝炎免疫球蛋白
甘油磷酸钙
氨素
爱伦多
水解蛋白"
http://www.cnkang.com/yaopin/xy/zssj/zssj/200703/57646.html,"您的位置：
中华康网
>>
中枢兴奋药
>> 戊四氮
戊四氮
www.cnkang.com
2007-3-1  中华康网
俗称:
戊四唑，五甲烯四氮唑，卡地阿唑，corazol，leptazol，metrazol，cardiazol
药物简介
【性状】白色结晶粉末，味微苦，易溶于水，水溶液呈中性。亦溶于醇、醚等。
【药理及应用】能直接兴奋呼吸中枢及血管运动中枢，使呼吸增加、血压微升。用于急性传染病、麻醉药及巴比妥类药物中毒时引起的呼吸抑制，急性循环衰竭。因安全范围小，现已少用。
【用法】皮下注射、肌注、静注，每次0.1～0.2g，每2小时1次，至苏醒为止。
【注意】
（1）大量可致惊厥。静注1次不超过0.5g，每分钟不超过0.1g。最好采用静滴。
（2）急性心内膜炎及主动脉瘤病人禁用。
（3）不宜用于吗啡、普鲁卡因中毒解救。
相关阅读
乙型肝炎免疫球蛋白
甘油磷酸钙
氨素
爱伦多
水解蛋白"
http://www.cnkang.com/yaopin/xy/zssj/zssj/200703/57645.html,"您的位置：
中华康网
>>
中枢兴奋药
>> 贝美格
贝美格
www.cnkang.com
2007-3-1  中华康网
俗称:
美解眠，megimide
药物简介
【性状】白色或近白色结晶性粉末或片状结晶。无臭、味苦。可溶于水（1:170）、乙醇（1:30）。其0.5％水溶液ph为5～6.5。
【药理及应用】中枢兴奋作用类似戊四氮，对巴比妥类及其他催眠药有对抗作用。用于解救巴比妥类、格鲁米特、水合氯醛等药物的中毒。亦用于加速硫喷妥钠麻醉后的恢复。因本品作用快，多采用静滴，常用量0.5％10ml（50mg），用5％葡萄糖注射液稀释静滴。亦可静注，每3～5分钟注射50mg，至病情改善或出现中毒症状为止。
【注意】
（1）静滴时不可太快，以免惊厥；注射量大，速度过快可引起恶心、呕吐，反射增强、肌肉震颤及惊厥等。
（2）本品迟发毒性表现为情绪不安、精神错乱、幻视等。
（3）注射时须准备短时巴比妥类药，以便惊厥时解救。
相关阅读
乙型肝炎免疫球蛋白
甘油磷酸钙
氨素
爱伦多
水解蛋白"
http://www.cnkang.com/yaopin/xy/zssj/zssj/200703/57644.html,"您的位置：
中华康网
>>
中枢兴奋药
>> 咖啡因
咖啡因
www.cnkang.com
2007-3-1  中华康网
俗称:
咖啡碱
药物简介
系由茶叶或咖啡中提得的一种生物碱。
【性状】本品为白色或带极微黄绿色、有丝光的针状结晶；无臭，味苦；有风化性。在热水或氯仿中易溶，在水、乙醇或丙酮中略溶，在乙醚中极微溶解。
【药理及应用】对中枢兴奋作用较弱。小剂量增强大脑皮层兴奋过程，振奋精神，减少疲劳。剂量增大可兴奋延脑呼吸中枢及血管运动中枢，特别当这些中枢处于抑制状态时，作用更为显著。本品口服后容易吸收。主要用于：
（1）解救因急性感染中毒、催眠药、麻醉药、镇痛药中毒引起的呼吸、循环衰竭。
（2）与溴化物合用,使大脑皮层的兴奋、抑制过程恢复平衡，用于神经官能症。
（3）与乙酰水杨酸制成复方制剂用于一般性头痛；与麦角胺合用治疗偏头痛。
【用法】
（1）解救中枢抑制　肌注或皮下注射安钠咖注射液（详下）。常用量：皮下或肌内注射，一次1～2ml，一日2～4ml。极量：皮下或肌内注射，一次3ml，一日12ml。
（2）调节大脑皮层活动　口服咖溴合剂，每次10～15ml，一日3次，饭后服。
【注意】少数人服后可出现耐受。动物实验表明本品可引起仔鼠先天性缺损，骨骼发育迟缓，因之孕妇慎服。
相关阅读
乙型肝炎免疫球蛋白
甘油磷酸钙
氨素
爱伦多
水解蛋白"
http://www.cnkang.com/yaopin/xy/zssj/zssj/200703/57643.html,"您的位置：
中华康网
>>
中枢兴奋药
>> 多沙普仑
多沙普仑
www.cnkang.com
2007-3-1  中华康网
俗称:
doxapram、dopram
药物简介
性状： 为白色或无色结晶性粉末，溶于水和氯仿。
药理和应用：
通过外周颈总动脉窦化学感受器兴奋呼吸中枢，增大剂量可直接作用于延脑呼吸中枢，并可增加心输出量。用于解求麻醉药及其它药物引起的中枢抑制。
用法和用量：
麻醉药引起的中枢抑制：静注，第kg0.5-1.0mg，5分钟内注完。总量不超过1.5-2mg/kg。其它药引起的中枢抑制：静注，2mg/kg，重症患者1-2小时后重复1次.
体内过程： 静注后20-40秒起效，作用持续5-12分钟。经肾排泄。
不良反应和注意：
可引起恶心、呕吐、腹泻、头痛、无力、呼吸困难等副作用。高血压、冠心病、惊厥、癫痫、甲亢、嗜铬细胞瘤患者禁用。孕妇、12岁以下儿童慎用。滴注过快可引起溶血，应严格控制滴注速度。
制剂和规格： 注射剂：20mg/ml。
相关阅读
乙型肝炎免疫球蛋白
甘油磷酸钙
氨素
爱伦多
水解蛋白"
http://www.cnkang.com/yaopin/xy/zssj/zty/200704/86814.html,"您的位置：
中华康网
>>
镇痛药
>> 百服宁薄膜衣片
百服宁薄膜衣片
www.cnkang.com
2007-4-24  中华康网
药物别名： 对乙酰氨基酚
英文名称： Bufferin Caplet
说　　明： 薄膜衣片：对乙酰氨基酚0.5g。
功用作用： 对乙酰氨基酚是解热镇痛药，通过升高痛阈而达到止痛目的；通过对下丘脑体温调节中枢产生作用而达到解热目的，并且不会引起胃肠道刺激。 头痛，发热，各种疼痛如牙痛、咽喉痛、关节痛及经痛。
用法用量： 成人 1-2 片，每6 hr服用一次，不超过8片/日，11-12岁儿童 1片，每6hr服用一次，不超过4片/日。
注意事项： 肝肾疾病及禁用。因痛楚而服用此药时，成人不得连续使用10日以上，小儿不得连续使用5日以上；用于发热时，成人及小儿则勿超过3日。勿同时服用含对乙酰氨基酚的药物。
相关阅读
氯酚待因
美施康定
硫酸吗啡控释片
硫酸四氢帕马丁
硫酸吗啡控释片"
http://www.cnkang.com/yaopin/xy/zssj/zty/200704/86813.html,"您的位置：
中华康网
>>
镇痛药
>> 安乃近滴剂
安乃近滴剂
www.cnkang.com
2007-4-24  中华康网
药物别名： 宝安
英文名称： Metamizole Sodium Drops
说　　明： 本品为微黄色的澄明液体。滴剂1ml：0.2g 。
功用作用： 本品为氨基比林和亚硫酸钠相结合的化合物，易溶于水，解热、镇痛作用较氨基比林快而强。小儿高热解热。
用法用量： 口服小儿按体重一次10～20mg/kg，一日2～3次。
注意事项： 对本品或氨基比林有过敏史者禁用。
（1）本品与阿司匹林有交叉过敏反应。
（2）不宜长期应用。
（3）本品一般不作首选用药，仅在急性高热、病情急重，又无其他有效解热药可用的情况下用于紧急退热。
（4）本品用药超过1周时应定期检查血象，一旦发生粒细胞减少，应立即停药。
（5）体弱者慎用。
[孕妇及哺乳期妇女用药]不适用。
相关阅读
氯酚待因
美施康定
硫酸吗啡控释片
硫酸四氢帕马丁
硫酸吗啡控释片"
http://www.cnkang.com/yaopin/xy/zssj/zty/200704/86812.html,"您的位置：
中华康网
>>
镇痛药
>> 氨A非咖片
氨A非咖片
www.cnkang.com
2007-4-24  中华康网
药物别名：
英文名称： Compound minopyrine，Phenacetin and Caffeine Tablets
说　　明： 本品为白色片。
功用作用： 为一复方解热镇痛药。其中氨基比林和非那西丁均具有解热镇痛作用，能抑制下视丘前列腺素的合成和释放，恢复体温调节中枢感受神经元的正常反应性而起退热作用；同时还通过抑制前列腺素等的合成发挥镇痛作用。
氨基比林并能抑制炎症局部组织中前列腺素的合成和释放，稳定溶酶体酶，影响吞噬细胞的吞噬作用而起到抗炎作用。咖啡因为中枢神经兴奋药，能兴奋大脑皮层，提高对外界的感应性，并有收缩脑血管，加强前两药缓解头痛的效果。发热及轻、中度的疼痛。
用法用量： 需要时服用一次1―2片，一日1―3次。
[药物过量]本品应避免过量服用，过量服用可引起中枢神经、肝肾功能、血液系统等损害，一旦发生即应就医。
注意事项： 严重肝肾功能不全，溶血性贫血及对氨基比林、非那西丁或咖啡因类药物过敏者禁用。
（1）本品长期服用可导致肾脏损害，严重者可致肾乳头坏死或尿毒症，甚至可能诱发肾盂癌和膀胱癌。
（2）氨基比林在胃酸下与食物发生作用，可形成致癌性亚硝基化合物，特别是亚硝胺，因此有潜在致癌性。
（3）不宜长久使用，以免发生中性粒细胞缺乏，用药超过1周要定期检查血象。
（4）长期服用可造成依赖性，并产生耐受。
（5）对各种创伤性剧痛和内脏平滑肌绞痛无效。
[孕妇及哺乳期妇女用药]不推荐使用。
[儿童用药]学龄前儿童不宜服用。
[老年患者用药]老年患者由于肝肾功能下降，服用本品易出现毒性反应，应慎用或适当减量使用。
相关阅读
氯酚待因
美施康定
硫酸吗啡控释片
硫酸四氢帕马丁
硫酸吗啡控释片"
http://www.cnkang.com/yaopin/xy/zssj/zty/200704/86811.html,"您的位置：
中华康网
>>
镇痛药
>> 三柳胆镁
三柳胆镁
www.cnkang.com
2007-4-24  中华康网
药物别名： 三水杨酸胆碱镁，痛炎宁
英文名称： Choline Magnesium Trisalicy
说　　明： 片剂：每片含水杨酸胆碱293mg和水杨酸镁362mg；水杨酸胆碱440mg或544mg。
功用作用： 有镇痛、解热作用。作用类似阿司匹林，副作用少，作用持久。无抑制血小板聚集作用。t1/29～17小时。用于类风湿性关节炎、骨关节炎及其它关节炎。对阿司匹林不耐受者可用本剂。疗效较阿司匹林及布洛芬好。
用法用量：
注意事项： （1）可产生皮肤烧灼感、目眩、耳鸣、皮疹、恶心。偶见胃肠出血。如出现耳鸣应减药量。
（2）活动性溃疡、血友病，对水杨酸过敏者忌用。孕妇，小于12岁儿童禁用。慢性肾功不全者慎用。
相关阅读
氯酚待因
美施康定
硫酸吗啡控释片
硫酸四氢帕马丁
硫酸吗啡控释片"
